Date,Time,Guest_ID,Contact,Party_Size,Previous_Visits,Notes,Type,Shift,Wait_Time_Min,Table_Turn_Time_Min,Bill_Amount,Deposit,Status,Rating,Feedback
2022-12-19,18:30,Guest_0585,403-548-8131,4,0,Anniversary,Reservation,Dinner,0,94,145.52439609365018,0.0,Completed,5.0,Good
2022-12-19,18:00,Guest_1375,403-210-7747,3,0,None,Reservation,Dinner,0,82,433.5439937443653,0.0,Completed,3.0,Excellent
2022-12-19,20:00,Guest_3418,403-497-4288,7,2,Birthday,Reservation,Dinner,0,119,152.6949307293798,44.943653846549815,Completed,3.0,Excellent
2022-12-19,18:00,Guest_2962,403-514-4781,6,4,None,Reservation,Dinner,0,112,139.6049586935799,24.768294019578363,Completed,4.0,Good
2022-12-19,18:30,Guest_4520,403-181-5666,7,0,Birthday,Reservation,Dinner,0,113,337.10083978793824,42.783932484627876,Completed,1.0,Good
2022-12-20,11:30,Guest_3476,403-852-6561,3,0,None,Reservation,Lunch,0,70,488.4020766042667,0.0,Completed,4.0,Good
2022-12-20,19:00,Guest_2891,403-932-8851,2,7,None,Walk-in,Dinner,12,113,299.35109866427615,0.0,Completed,3.0,Poor
2022-12-20,18:00,Guest_1763,403-975-3090,3,5,None,Walk-in,Dinner,10,72,459.69768708800694,0.0,Completed,2.0,Poor
2022-12-20,18:30,Guest_2924,403-917-1524,3,2,None,Reservation,Dinner,0,105,86.44326002426996,0.0,Completed,5.0,Average
2022-12-20,11:30,Guest_3374,403-572-2920,2,0,None,Reservation,Lunch,0,98,221.9288267397168,0.0,Completed,3.0,Good
2022-12-20,18:30,Guest_4716,403-411-2857,2,5,None,Reservation,Dinner,0,70,492.2247120220947,0.0,Completed,1.0,Excellent
2022-12-20,20:00,Guest_2050,403-139-8269,7,0,None,Reservation,Dinner,0,70,179.78920356692012,31.829937434724908,Completed,4.0,Average
2022-12-21,17:30,Guest_4168,403-225-4252,5,2,None,Reservation,Dinner,0,118,95.96303785735341,3.381898645012077,Completed,5.0,Poor
2022-12-21,19:30,Guest_4328,403-897-2975,4,6,Birthday,Reservation,Dinner,0,101,0.0,0.0,Cancelled,5.0,Good
2022-12-21,19:00,Guest_4036,403-428-7193,7,1,None,Reservation,Dinner,0,88,497.66788978071145,6.791186990296572,Completed,5.0,Excellent
2022-12-21,18:30,Guest_3109,403-992-4317,3,2,None,Walk-in,Dinner,19,74,163.36650183599204,0.0,Completed,4.0,Poor
2022-12-21,13:00,Guest_3620,403-177-5779,3,8,None,Reservation,Lunch,0,114,312.7680395899953,0.0,Completed,4.0,Good
2022-12-21,18:30,Guest_4154,403-476-2914,1,6,Birthday,Walk-in,Dinner,7,87,101.26695712264966,0.0,Completed,5.0,Terrible
2022-12-21,19:00,Guest_0251,403-107-8492,3,0,Anniversary,Reservation,Dinner,0,104,234.39041445526345,0.0,Completed,5.0,Excellent
2022-12-21,12:00,Guest_0962,403-562-7414,3,1,None,Reservation,Lunch,0,64,164.49778131821267,0.0,Completed,3.0,Excellent
2022-12-21,20:00,Guest_2740,403-838-4000,3,4,Birthday,Walk-in,Dinner,19,94,235.6343158512161,0.0,Completed,4.0,Excellent
2022-12-21,17:30,Guest_3187,403-456-5249,1,0,Vegan,Reservation,Dinner,0,68,479.88835964187615,0.0,Completed,4.0,Good
2022-12-21,19:30,Guest_2106,403-464-4730,4,0,Anniversary,Reservation,Dinner,0,116,226.23530892724216,0.0,Completed,4.0,Excellent
2022-12-21,17:30,Guest_0180,403-756-9370,2,0,None,Reservation,Dinner,0,90,179.8078522211111,0.0,Completed,1.0,Good
2022-12-21,11:30,Guest_4105,403-655-3788,7,0,None,Reservation,Lunch,0,77,354.99634586464856,41.13122205811234,Completed,3.0,Terrible
2022-12-21,17:30,Guest_2825,403-895-5673,5,5,None,Reservation,Dinner,0,90,475.7033321586647,22.31546708910443,Completed,3.0,Good
2022-12-21,11:30,Guest_3486,403-506-4955,7,5,Vegan,Reservation,Lunch,0,87,131.0067985668693,39.77635669605644,Completed,3.0,Excellent
2022-12-21,19:00,Guest_3379,403-232-8673,7,3,Birthday,Reservation,Dinner,0,113,280.13589725392046,33.2910314865759,Completed,3.0,Good
2022-12-21,11:30,Guest_2018,403-677-5702,7,6,None,Reservation,Lunch,0,110,122.24485705812378,41.422762836326115,Completed,2.0,Good
2022-12-21,12:30,Guest_1247,403-751-5931,2,1,Anniversary,Reservation,Lunch,0,64,129.7259373509163,0.0,Completed,4.0,Excellent
2022-12-21,19:30,Guest_4730,403-373-9028,5,5,None,Reservation,Dinner,0,64,201.3132664020843,6.384323867189551,Completed,4.0,Good
2022-12-21,19:00,Guest_4213,403-820-7885,7,2,None,Reservation,Dinner,0,110,415.5867617426773,26.347503850879395,Completed,5.0,Good
2022-12-21,12:30,Guest_1264,403-547-9403,7,8,None,Reservation,Lunch,0,78,286.8869737152438,39.801589811198326,Completed,5.0,Good
2022-12-21,17:30,Guest_2418,403-546-4920,1,3,None,Walk-in,Dinner,16,103,0.0,0.0,Cancelled,5.0,Average
2022-12-21,12:00,Guest_2506,403-615-8428,5,6,None,Reservation,Lunch,0,77,283.5456907382659,17.243682984586485,Completed,4.0,Excellent
2022-12-21,12:30,Guest_1155,403-284-5150,4,8,None,Walk-in,Lunch,2,83,192.4950497781853,0.0,Completed,1.0,Good
2022-12-21,19:00,Guest_0541,403-913-6407,7,9,None,Reservation,Dinner,0,114,337.2294653202876,4.525958181460482,Completed,2.0,Average
2022-12-22,19:00,Guest_4456,403-558-7976,3,4,Anniversary,Walk-in,Dinner,23,68,455.11409865753996,0.0,Completed,4.0,Average
2022-12-22,20:00,Guest_1152,403-464-5309,2,8,None,Reservation,Dinner,0,76,0.0,0.0,Cancelled,5.0,Poor
2022-12-22,17:30,Guest_1290,403-473-4532,7,3,None,Walk-in,Dinner,19,114,0.0,0.0,Cancelled,5.0,Good
2022-12-22,17:30,Guest_4288,403-628-6829,6,8,Birthday,Walk-in,Dinner,10,91,235.64788987742978,0.0,Completed,5.0,Good
2022-12-22,18:00,Guest_4430,403-357-3315,6,0,None,Walk-in,Dinner,3,76,232.40119963218993,0.0,Completed,4.0,Average
2022-12-22,20:00,Guest_2503,403-417-1837,4,5,None,Reservation,Dinner,0,88,124.07954970677899,0.0,Completed,4.0,Average
2022-12-22,13:00,Guest_4087,403-151-7900,2,2,None,Reservation,Lunch,0,71,457.8219851629664,0.0,Completed,4.0,Average
2022-12-22,19:30,Guest_3575,403-119-1714,2,3,None,Walk-in,Dinner,24,69,351.79190270058166,0.0,Completed,3.0,Good
2022-12-23,11:30,Guest_2821,403-776-6493,7,6,None,Reservation,Lunch,0,94,367.8069913185312,24.86429159839203,Completed,4.0,Terrible
2022-12-23,11:30,Guest_4432,403-523-4549,4,0,None,Walk-in,Lunch,3,77,135.2661180630538,0.0,Completed,5.0,nan
2022-12-23,13:00,Guest_2771,403-204-8290,1,5,None,Reservation,Lunch,0,115,225.4375161373507,0.0,Completed,5.0,Excellent
2022-12-23,11:30,Guest_3938,403-197-8997,1,0,None,Reservation,Lunch,0,87,0.0,0.0,Cancelled,5.0,Good
2022-12-23,13:00,Guest_2450,403-485-5422,5,1,Vegan,Reservation,Lunch,0,63,244.80557656605149,10.587159966089843,Completed,5.0,Excellent
2022-12-23,17:30,Guest_1476,403-828-6927,7,8,None,Walk-in,Dinner,26,64,74.70917247736504,0.0,Completed,2.0,Average
2022-12-23,17:30,Guest_1300,403-899-7133,2,2,None,Reservation,Dinner,0,66,205.53843182758968,0.0,Completed,5.0,Average
2022-12-23,13:00,Guest_3663,403-468-3551,2,8,None,Reservation,Lunch,0,68,469.50336072458697,0.0,Completed,3.0,Average
2022-12-23,17:30,Guest_3281,403-774-4472,1,8,None,Reservation,Dinner,0,80,0.0,0.0,Cancelled,5.0,Excellent
2022-12-23,19:30,Guest_2140,403-386-7243,2,7,None,Reservation,Dinner,0,88,383.52380123176545,0.0,Completed,3.0,Average
2022-12-23,13:00,Guest_4170,403-451-3116,1,9,None,Reservation,Lunch,0,89,87.74703762609558,0.0,Completed,3.0,Good
2022-12-23,18:30,Guest_4028,403-770-6637,1,3,None,Walk-in,Dinner,17,86,238.67195337067412,0.0,Completed,5.0,Excellent
2022-12-23,12:30,Guest_2710,403-925-7845,2,8,None,Walk-in,Lunch,18,97,127.96422490987709,0.0,Completed,4.0,Average
2022-12-23,11:30,Guest_1015,403-903-4734,3,2,Birthday,Reservation,Lunch,0,66,196.1306189234767,0.0,Completed,4.0,Excellent
2022-12-23,11:30,Guest_4168,403-583-5977,1,2,None,Reservation,Lunch,0,98,259.77242709194866,0.0,Completed,5.0,Average
2022-12-23,19:00,Guest_3790,403-459-2086,7,5,None,Walk-in,Dinner,23,105,384.0783418592464,0.0,Completed,2.0,Good
2022-12-23,12:00,Guest_0066,403-271-2877,5,5,None,Walk-in,Lunch,11,89,474.9563470017631,0.0,Completed,3.0,Average
2022-12-23,18:00,Guest_0270,403-779-7499,5,4,None,Walk-in,Dinner,4,76,308.17024277721043,0.0,Completed,4.0,nan
2022-12-23,12:00,Guest_0808,403-604-7647,7,7,None,Reservation,Lunch,0,106,377.8877911601934,44.615881855994324,Completed,3.0,Excellent
2022-12-24,20:00,Guest_3535,403-411-2877,1,2,None,Walk-in,Dinner,24,66,0.0,0.0,Cancelled,4.0,Good
2022-12-24,18:30,Guest_3412,403-746-3977,3,7,None,Reservation,Dinner,0,90,215.2092592430142,0.0,Completed,5.0,Average
2022-12-24,20:00,Guest_2324,403-946-2890,6,4,None,Reservation,Dinner,0,93,451.59274215789935,13.911665892452524,Completed,3.0,Average
2022-12-24,20:00,Guest_3788,403-648-9321,5,7,None,Walk-in,Dinner,27,94,241.44490041814453,0.0,Completed,3.0,Poor
2022-12-24,17:30,Guest_0077,403-784-9108,4,8,None,Reservation,Dinner,0,63,338.7247472822795,0.0,Completed,4.0,Poor
2022-12-24,20:00,Guest_3840,403-295-2472,3,7,None,Reservation,Dinner,0,82,0.0,0.0,Cancelled,4.0,Excellent
2022-12-24,19:00,Guest_3856,403-235-4534,1,2,None,Walk-in,Dinner,29,68,431.51077255905255,0.0,Completed,5.0,Average
2022-12-24,19:30,Guest_0604,403-449-3877,7,6,None,Walk-in,Dinner,3,103,297.4901281137244,0.0,Completed,3.0,Good
2022-12-24,17:30,Guest_4255,403-296-8171,3,7,None,Reservation,Dinner,0,103,123.15663689071131,0.0,Completed,5.0,Excellent
2022-12-24,12:30,Guest_0357,403-374-9494,4,6,None,Reservation,Lunch,0,90,0.0,0.0,Cancelled,4.0,Excellent
2022-12-24,18:00,Guest_0411,403-151-3614,3,0,None,Reservation,Dinner,0,101,0.0,0.0,Cancelled,5.0,Excellent
2022-12-24,18:00,Guest_4438,403-599-7092,3,7,None,Reservation,Dinner,0,60,391.4619722872862,0.0,Completed,5.0,Good
2022-12-24,19:00,Guest_0151,403-280-6527,7,6,Birthday,Walk-in,Dinner,19,96,211.54359795667457,0.0,Completed,3.0,Average
2022-12-24,19:00,Guest_4138,403-713-7368,5,4,None,Reservation,Dinner,0,116,0.0,3.89011805348623,Cancelled,5.0,Good
2022-12-24,11:30,Guest_1203,403-568-5209,7,1,Vegan,Reservation,Lunch,0,116,380.87069113858803,4.286707912517923,Completed,3.0,Poor
2022-12-25,19:30,Guest_4950,403-916-9111,3,7,None,Reservation,Dinner,0,115,68.30319634880686,0.0,Completed,3.0,Excellent
2022-12-25,18:30,Guest_1537,403-600-8447,1,1,None,Walk-in,Dinner,2,109,144.80513177635316,0.0,Completed,3.0,Good
2022-12-25,12:30,Guest_4791,403-736-4999,3,4,None,Walk-in,Lunch,0,92,51.53277626575337,0.0,Completed,4.0,Terrible
2022-12-25,19:00,Guest_0731,403-155-6613,1,3,None,Walk-in,Dinner,2,103,431.2378414240966,0.0,Completed,5.0,Average
2022-12-25,13:00,Guest_4700,403-991-4699,7,2,None,Walk-in,Lunch,6,102,421.9163294165321,0.0,Completed,2.0,nan
2022-12-25,18:30,Guest_4394,403-839-2189,3,1,Birthday,Reservation,Dinner,0,109,348.2988683893614,0.0,Completed,4.0,Good
2022-12-25,19:00,Guest_4316,403-116-4884,5,7,None,Reservation,Dinner,0,73,381.2303805029817,47.27907081788557,Completed,4.0,nan
2022-12-25,18:00,Guest_4839,403-213-4414,7,9,None,Walk-in,Dinner,6,117,238.07041755507512,0.0,Completed,4.0,Average
2022-12-25,18:00,Guest_3938,403-805-6011,2,1,None,Walk-in,Dinner,7,82,312.94503855444987,0.0,Completed,5.0,Excellent
2022-12-25,19:00,Guest_0436,403-870-2292,1,6,Birthday,Reservation,Dinner,0,67,183.8846784195347,0.0,Completed,4.0,Average
2022-12-25,12:30,Guest_2189,403-778-4568,4,8,None,Walk-in,Lunch,10,76,476.2826189809399,0.0,Completed,4.0,Good
2022-12-25,18:30,Guest_3685,403-140-1702,2,8,Birthday,Walk-in,Dinner,5,95,169.10509538297637,0.0,Completed,3.0,Excellent
2022-12-25,13:00,Guest_4669,403-630-7105,5,3,None,Reservation,Lunch,0,79,0.0,35.416940779677915,Cancelled,2.0,Poor
2022-12-25,19:30,Guest_1321,403-229-6637,4,0,None,Walk-in,Dinner,13,119,142.76809115918337,0.0,Completed,4.0,Good
2022-12-25,12:30,Guest_1248,403-414-1992,4,7,None,Walk-in,Lunch,23,82,239.22713284338715,0.0,Completed,4.0,Excellent
2022-12-25,18:30,Guest_2763,403-904-3333,7,0,None,Reservation,Dinner,0,73,337.23747346460385,48.51130904728764,Completed,5.0,Good
2022-12-25,19:00,Guest_1256,403-576-7832,4,0,None,Reservation,Dinner,0,114,406.6351481269638,0.0,Completed,3.0,Good
2022-12-25,18:00,Guest_4593,403-695-9872,3,3,None,Walk-in,Dinner,13,105,421.5153551718555,0.0,Completed,4.0,Excellent
2022-12-25,12:30,Guest_4970,403-750-9063,5,9,None,Reservation,Lunch,0,83,395.573419526694,35.852906259615466,Completed,5.0,Average
2022-12-25,13:00,Guest_1240,403-148-6866,4,9,None,Reservation,Lunch,0,64,355.7227685724373,0.0,Completed,3.0,Excellent
2022-12-25,19:00,Guest_3065,403-235-5055,6,5,None,Reservation,Dinner,0,96,499.2557972217215,4.038448140789591,Completed,3.0,Average
2022-12-25,19:00,Guest_2085,403-299-2491,3,1,None,Reservation,Dinner,0,77,283.1818415973544,0.0,Completed,5.0,Excellent
2022-12-26,18:00,Guest_2383,403-872-1112,5,8,None,Reservation,Dinner,0,112,336.49825545560066,39.6815961315207,Completed,4.0,Poor
2022-12-26,12:00,Guest_0014,403-697-9806,6,0,None,Reservation,Lunch,0,99,263.3580005578218,31.190538215837666,Completed,3.0,Good
2022-12-26,17:30,Guest_2638,403-400-7588,3,2,None,Walk-in,Dinner,3,98,221.23421270680956,0.0,Completed,2.0,Good
2022-12-26,12:30,Guest_1089,403-461-6977,6,0,None,Reservation,Lunch,0,74,284.3119241694827,49.12160840121075,Completed,4.0,Average
2022-12-26,19:00,Guest_0166,403-914-8743,6,0,None,Walk-in,Dinner,11,84,452.6781263630634,0.0,Completed,3.0,Good
2022-12-26,18:00,Guest_0751,403-541-8318,4,5,None,Reservation,Dinner,0,66,97.29003609109881,0.0,Completed,2.0,Good
2022-12-26,12:00,Guest_2691,403-674-7076,3,0,None,Reservation,Lunch,0,62,74.27029423818684,0.0,Completed,3.0,Good
2022-12-26,12:30,Guest_1712,403-440-4068,7,8,None,Walk-in,Lunch,0,66,374.20786783288645,0.0,Completed,2.0,Poor
2022-12-26,18:00,Guest_0611,403-183-5261,6,2,Vegan,Reservation,Dinner,0,75,218.1837607506444,45.452425052456334,Completed,5.0,Good
2022-12-26,11:30,Guest_3684,403-498-5408,6,3,Anniversary,Reservation,Lunch,0,66,168.38829632903452,42.92192022761221,Completed,4.0,Poor
2022-12-26,17:30,Guest_3401,403-800-2033,2,7,None,Reservation,Dinner,0,111,257.51761679597126,0.0,Completed,5.0,Poor
2022-12-26,11:30,Guest_0657,403-373-7723,1,4,None,Reservation,Lunch,0,64,0.0,0.0,Cancelled,2.0,Good
2022-12-26,18:00,Guest_2738,403-918-7145,1,3,None,Walk-in,Dinner,23,82,246.84804268523263,0.0,Completed,2.0,Poor
2022-12-26,13:00,Guest_0897,403-453-3146,5,0,None,Walk-in,Lunch,10,91,489.71716687580994,0.0,Completed,2.0,Average
2022-12-26,19:30,Guest_0283,403-800-4084,7,2,None,Reservation,Dinner,0,107,378.5384064818391,14.462392132987494,Completed,4.0,Average
2022-12-26,19:30,Guest_1544,403-942-6756,1,5,None,Walk-in,Dinner,18,78,80.971227441292,0.0,Completed,5.0,Excellent
2022-12-26,17:30,Guest_4763,403-872-5026,2,7,None,Walk-in,Dinner,24,119,58.29841689015675,0.0,Completed,5.0,Good
2022-12-26,18:00,Guest_1239,403-445-4908,5,6,None,Reservation,Dinner,0,81,372.10181772633814,30.93027959644461,Completed,2.0,Excellent
2022-12-26,12:30,Guest_0374,403-810-2502,2,3,Birthday,Walk-in,Lunch,27,109,181.8144816593341,0.0,Completed,5.0,Good
2022-12-26,18:30,Guest_4359,403-164-5376,3,7,Anniversary,Reservation,Dinner,0,88,0.0,0.0,Cancelled,3.0,Poor
2022-12-26,19:30,Guest_2531,403-234-1158,5,1,None,Walk-in,Dinner,28,71,214.94944397679672,0.0,Completed,2.0,Good
2022-12-26,17:30,Guest_0926,403-964-6417,4,9,None,Walk-in,Dinner,14,80,337.7300823168356,0.0,Completed,5.0,Poor
2022-12-26,12:00,Guest_2384,403-966-4642,1,2,None,Reservation,Lunch,0,118,0.0,0.0,Cancelled,4.0,Excellent
2022-12-26,12:00,Guest_4753,403-482-6142,7,5,None,Reservation,Lunch,0,100,86.42703738737796,16.00984027415829,Completed,3.0,Excellent
2022-12-26,17:30,Guest_1648,403-852-2291,5,6,None,Reservation,Dinner,0,75,497.1007891822697,8.663031846977132,Completed,3.0,Poor
2022-12-26,19:00,Guest_0357,403-776-9352,1,2,None,Reservation,Dinner,0,111,305.7565696860413,0.0,Completed,5.0,Poor
2022-12-27,11:30,Guest_4923,403-155-1487,6,3,None,Reservation,Lunch,0,94,129.00616944859246,22.321344606727873,Completed,5.0,Good
2022-12-27,11:30,Guest_2128,403-640-1346,7,2,None,Reservation,Lunch,0,68,111.99898827135144,41.5627488528082,Completed,5.0,Good
2022-12-27,12:30,Guest_1924,403-864-8187,5,1,Birthday,Reservation,Lunch,0,104,0.0,20.594480060974007,Cancelled,4.0,Average
2022-12-27,19:00,Guest_4429,403-432-5063,7,0,None,Reservation,Dinner,0,67,430.378692544201,14.499627943325105,Completed,3.0,Excellent
2022-12-27,13:00,Guest_4312,403-410-8556,7,9,None,Reservation,Lunch,0,65,482.84123166933625,26.766497748862495,Completed,4.0,Poor
2022-12-27,12:30,Guest_2493,403-130-1682,5,3,None,Reservation,Lunch,0,112,469.69846142294017,42.273240582826176,Completed,5.0,Excellent
2022-12-27,18:30,Guest_0704,403-554-9823,7,3,Vegan,Reservation,Dinner,0,66,173.82541568985974,21.599988874831983,Completed,4.0,Excellent
2022-12-27,11:30,Guest_1897,403-288-2169,6,4,None,Reservation,Lunch,0,66,194.03715954237313,36.31675543246784,Completed,4.0,Average
2022-12-27,19:30,Guest_2221,403-813-2004,5,3,None,Reservation,Dinner,0,96,360.79545642078114,4.561105713284558,Completed,3.0,Good
2022-12-28,19:30,Guest_1531,403-272-6924,3,9,Anniversary,Reservation,Dinner,0,111,130.16146901945774,0.0,Completed,5.0,Good
2022-12-28,19:00,Guest_3548,403-315-6244,7,0,None,Reservation,Dinner,0,111,483.0630584396196,38.628235070270414,Completed,3.0,Good
2022-12-28,11:30,Guest_3770,403-285-8572,5,2,Vegan,Reservation,Lunch,0,96,195.59365276251057,30.832671162376457,Completed,5.0,Good
2022-12-28,12:30,Guest_0988,403-461-7019,2,0,None,Reservation,Lunch,0,112,421.5812781341457,0.0,Completed,5.0,Good
2022-12-28,19:00,Guest_1435,403-397-4210,6,6,None,Reservation,Dinner,0,112,93.53089364444544,9.177882344661976,Completed,2.0,Excellent
2022-12-28,18:30,Guest_3593,403-289-8485,1,2,None,Reservation,Dinner,0,107,194.02248678006313,0.0,Completed,3.0,Excellent
2022-12-28,19:30,Guest_4450,403-363-1695,2,0,None,Walk-in,Dinner,6,105,0.0,0.0,Cancelled,5.0,Average
2022-12-28,12:30,Guest_1347,403-943-1675,1,2,None,Walk-in,Lunch,25,96,0.0,0.0,Cancelled,2.0,Excellent
2022-12-28,17:30,Guest_3176,403-847-5345,4,9,None,Reservation,Dinner,0,106,282.04418498844325,0.0,Completed,4.0,Average
2022-12-28,20:00,Guest_0481,403-107-2129,4,4,None,Reservation,Dinner,0,114,457.590397397884,0.0,Completed,5.0,Good
2022-12-28,12:00,Guest_1236,403-781-5238,5,9,None,Walk-in,Lunch,20,117,224.71214812766078,0.0,Completed,3.0,Excellent
2022-12-28,20:00,Guest_2156,403-161-3179,6,7,None,Reservation,Dinner,0,91,445.80405434893237,18.700621193665377,Completed,4.0,Average
2022-12-28,17:30,Guest_1685,403-315-1099,6,8,None,Walk-in,Dinner,10,83,273.09022367832983,0.0,Completed,5.0,Good
2022-12-28,17:30,Guest_2964,403-511-4607,3,1,None,Reservation,Dinner,0,70,437.70866176628533,0.0,Completed,3.0,Good
2022-12-28,18:30,Guest_2833,403-401-7109,3,9,None,Reservation,Dinner,0,101,126.15269076279095,0.0,Completed,4.0,Good
2022-12-28,11:30,Guest_1994,403-223-3910,5,1,None,Walk-in,Lunch,28,96,224.99869656978072,0.0,Completed,5.0,Excellent
2022-12-28,12:30,Guest_0567,403-906-1097,3,3,None,Reservation,Lunch,0,61,472.68092615828573,0.0,Completed,4.0,Average
2022-12-28,18:00,Guest_4906,403-580-9933,4,8,Birthday,Walk-in,Dinner,23,88,450.69550591192257,0.0,Completed,3.0,Excellent
2022-12-28,17:30,Guest_3710,403-943-7791,2,8,Birthday,Reservation,Dinner,0,68,283.0675260698548,0.0,Completed,5.0,Good
2022-12-28,12:00,Guest_4540,403-130-6297,4,7,None,Walk-in,Lunch,25,63,65.69280799272131,0.0,Completed,5.0,Poor
2022-12-28,11:30,Guest_0703,403-672-9365,5,4,None,Walk-in,Lunch,14,100,0.0,0.0,Cancelled,3.0,Average
2022-12-28,20:00,Guest_4520,403-234-7106,6,4,None,Reservation,Dinner,0,118,318.93994859581517,27.68055707859567,Completed,2.0,Poor
2022-12-28,18:00,Guest_4398,403-952-3770,7,5,Birthday,Reservation,Dinner,0,103,182.68956747907245,41.304696443340596,Completed,4.0,Average
2022-12-28,12:00,Guest_2282,403-669-4680,5,7,None,Walk-in,Lunch,12,85,429.15384602511256,0.0,Completed,4.0,Poor
2022-12-28,13:00,Guest_2420,403-540-2577,6,3,None,Reservation,Lunch,0,66,268.1114200508375,25.31987225728518,Completed,3.0,Excellent
2022-12-29,18:00,Guest_2555,403-149-7979,7,7,Anniversary,Walk-in,Dinner,22,68,125.9597858289886,0.0,Completed,4.0,Good
2022-12-29,12:00,Guest_3090,403-172-6317,6,5,Birthday,Walk-in,Lunch,3,95,131.0954772448733,0.0,Completed,4.0,Excellent
2022-12-29,18:00,Guest_0058,403-816-6350,6,3,Anniversary,Reservation,Dinner,0,88,285.03513004239824,45.505964012331546,Completed,4.0,Poor
2022-12-29,17:30,Guest_1880,403-300-5192,2,4,Vegan,Reservation,Dinner,0,97,296.8170510574732,0.0,Completed,3.0,Excellent
2022-12-29,12:30,Guest_0194,403-800-6006,5,5,None,Reservation,Lunch,0,75,0.0,45.16472839847303,Cancelled,4.0,nan
2022-12-29,12:30,Guest_1222,403-617-6355,3,5,None,Reservation,Lunch,0,84,398.22860076241403,0.0,Completed,5.0,Excellent
2022-12-29,19:00,Guest_1849,403-500-8760,3,0,None,Walk-in,Dinner,2,98,454.3969066824915,0.0,Completed,5.0,Excellent
2022-12-29,11:30,Guest_1232,403-852-1108,4,4,Birthday,Reservation,Lunch,0,116,158.9555124854723,0.0,Completed,4.0,Poor
2022-12-29,19:00,Guest_0731,403-227-1288,3,9,None,Walk-in,Dinner,6,105,295.78470015413484,0.0,Completed,4.0,Excellent
2022-12-29,19:30,Guest_0396,403-521-2591,1,9,None,Reservation,Dinner,0,100,0.0,0.0,Cancelled,5.0,nan
2022-12-30,11:30,Guest_2034,403-720-7912,3,1,None,Walk-in,Lunch,1,63,77.46083268195008,0.0,Completed,4.0,Poor
2022-12-30,19:00,Guest_2761,403-301-8284,6,9,None,Reservation,Dinner,0,114,256.4011128209817,27.29244321663203,Completed,4.0,Poor
2022-12-30,19:30,Guest_1403,403-495-9719,7,7,Birthday,Reservation,Dinner,0,68,212.8576152627845,28.07836621230092,Completed,5.0,Poor
2022-12-30,12:30,Guest_1976,403-336-6257,5,0,None,Walk-in,Lunch,5,61,58.416807736304975,0.0,Completed,4.0,Average
2022-12-30,12:00,Guest_3026,403-722-7901,6,4,None,Walk-in,Lunch,8,76,322.9001619173597,0.0,Completed,4.0,Poor
2022-12-31,19:00,Guest_1574,403-873-4853,6,0,Birthday,Walk-in,Dinner,23,63,309.326560087097,0.0,Completed,5.0,Good
2022-12-31,12:30,Guest_3279,403-668-7021,5,7,Anniversary,Reservation,Lunch,0,71,100.63332212102053,8.241381748235987,Completed,3.0,Average
2022-12-31,12:00,Guest_4359,403-148-9680,7,2,Birthday,Walk-in,Lunch,28,80,152.5727522515535,0.0,Completed,1.0,Good
2022-12-31,19:00,Guest_3951,403-530-8941,7,1,Anniversary,Reservation,Dinner,0,62,234.85726474138872,27.256881045050253,Completed,4.0,nan
2022-12-31,13:00,Guest_3705,403-301-2859,7,4,None,Reservation,Lunch,0,104,258.28122304770574,47.61210586865161,Completed,5.0,nan
2022-12-31,19:30,Guest_4161,403-580-9704,1,6,Anniversary,Reservation,Dinner,0,73,188.43994102851983,0.0,Completed,5.0,Good
2022-12-31,13:00,Guest_4751,403-264-8806,3,9,Anniversary,Reservation,Lunch,0,61,445.0236771211068,0.0,Completed,2.0,Excellent
2022-12-31,20:00,Guest_0382,403-616-1607,3,6,None,Reservation,Dinner,0,63,463.12777979882037,0.0,Completed,3.0,Good
2022-12-31,18:00,Guest_2988,403-489-5063,6,0,None,Reservation,Dinner,0,102,68.17299672437518,4.321277102206988,Completed,5.0,Average
2022-12-31,19:30,Guest_4887,403-286-5454,3,8,Birthday,Reservation,Dinner,0,104,142.43231136528948,0.0,Completed,2.0,Good
2022-12-31,18:30,Guest_2135,403-910-1338,7,9,None,Reservation,Dinner,0,76,135.4986851139035,11.379667798743986,Completed,2.0,Terrible
2022-12-31,19:30,Guest_1839,403-388-3681,2,3,None,Reservation,Dinner,0,85,432.7075295042234,0.0,Completed,4.0,Excellent
2023-01-01,11:30,Guest_2315,403-477-3678,6,3,None,Reservation,Lunch,0,74,432.0922407943673,29.04487720541653,Completed,4.0,Good
2023-01-01,18:00,Guest_2995,403-219-1247,3,2,None,Walk-in,Dinner,16,60,466.7608311312279,0.0,Completed,4.0,Good
2023-01-01,12:00,Guest_3417,403-356-8698,2,9,None,Reservation,Lunch,0,104,285.9323674859188,0.0,Completed,4.0,Good
2023-01-01,18:00,Guest_4599,403-618-3384,2,5,Vegan,Reservation,Dinner,0,100,345.61640392521235,0.0,Completed,4.0,Good
2023-01-01,12:00,Guest_3307,403-736-9173,5,0,Birthday,Reservation,Lunch,0,64,58.08503475643839,25.94445445167295,Completed,4.0,Good
2023-01-01,13:00,Guest_1828,403-869-3000,4,4,None,Reservation,Lunch,0,116,219.7620479896859,0.0,Completed,3.0,Excellent
2023-01-01,20:00,Guest_2512,403-848-3920,2,5,None,Walk-in,Dinner,21,115,196.02478553077563,0.0,Completed,2.0,Excellent
2023-01-01,20:00,Guest_3489,403-962-3080,4,4,None,Walk-in,Dinner,12,86,418.261775608541,0.0,Completed,5.0,Poor
